ADIF_ID;RENFE_ID;STATION_NAME;LATITUD;LONGITUD;DIRECION;CP;POBLACION;PROVINCIA;PAIS;CERCANIAS;FEVE;COMUN
13121;13121;AMURRIO IPARRALDE;43.0513;-2.99965;Juan de Aranoa Kalea, S/N;01470;AMURRIO;MADRID;ESPAÑA;SI;NO;
13200;BILBA;BILBAO-ABANDO INDALECIO PRIETO;43.259609;-2.92915;Plaza Circular, 2;48008;BILBAO;BIZKAIA;ESPAÑA;SI;NO;
13205;13205;ZABALBURU;43.256752;-2.932127;Cale Garcia Salazar Kalea, S/N;48003;BILBAO;BIZKAIA;ESPAÑA;SI;NO;
13206;13206;AMETZOLA;43.255428;-2.940762;Etorbidea Ferrocarril, S/N;48012;BILBAO;BIZKAIA;ESPAÑA;SI;NO;
13207;13207;AUTONOMIA;43.257784;-2.94615;Maria Diaz Haroko Kalea, 62;48010;BILBAO;BIZKAIA;ESPAÑA;SI;NO;
13208;13208;S. MAMES;43.261825;-2.948816;Juan Antonio Zunzunegui Etorbidea, 1;48013;BILBAO;BIZKAIA;ESPAÑA;SI;NO;
13300;13300;BILBAO-LA NAJA;;;;;BILBAO;BIZKAIA;ESPAÑA;NO;NO;
13302;13302;BILBAO-PARKEA;;;;;BILBAO;BIZKAIA;ESPAÑA;NO;NO;
13303;13303;OLABEAGA;43.264166;-2.957191;San Nikolas de Olabeaga Kalea, 23;48013;BILBAO;BIZKAIA;ESPAÑA;SI;NO;
13304;13304;ZORROTZA;43.27778;-2.972117;Soka Kalea, S/N;48013;BILBAO;BIZKAIA;ESPAÑA;SI;NO;
13305;13305;LUTXANA;43.288106;-2.975335;Zumalakarregui Kalea, 4;48903;ERANDIO;BIZKAIA;ESPAÑA;SI;NO;
13400;13400;BARAKALDO;43.300475;-2.984948;Plaza el Desierto, 7;48901;BARAKALDO;BIZKAIA;ESPAÑA;SI;NO;
13401;13401;SESTAO;43.310243;-2.997303;Rivas Kalea, 52;48910;SESTAO;BIZKAIA;ESPAÑA;SI;NO;
13402;13402;LA IBERIA (APD);43.311861;-3.00425;Sotera de la Mier Kalea, S/N;48910;SESTAO;BIZKAIA;ESPAÑA;SI;NO;
13403;13403;PORTUGALETE;43.318728;-3.015567;Manuel Calvo Kalea, 24;48920;PORTUGALETE;BIZKAIA;ESPAÑA;SI;NO;
13404;13404;PEÑOTA;43.329766;-3.031149;Reina Victoria Ibilbidea, S/N;48980;SANTURTZI;BIZKAIA;ESPAÑA;SI;NO;
13405;13405;SANTURTZI;43.335671;-3.041196;Santurtziko Kalea, S/N;48980;SANTURTZI;BIZKAIA;ESPAÑA;SI;NO;
13501;13501;GALINDO;43.300847;-3.021017;Markonzaga Parkea, S/N;48910;SESTAO;BIZKAIA;ESPAÑA;SI;NO;
13502;13502;TRAPAGA;43.30335;-3.0351;Barrio Galindo, S/N;48510;VALLE DE TRÁPAGA-TRAPAGARAN;BIZKAIA;ESPAÑA;SI;NO;
13503;13503;VALLE DE TRAPAGA/TRAPAGARAN;43.307763;-3.039786;Poligono Indrustrial Arkotxa, S/N;48510;VALLE DE TRÁPAGA-TRAPAGARAN;BIZKAIA;ESPAÑA;SI;NO;
13504;13504;ORTUELLA;43.310251;-3.058531;La Estacion Hiribidea, S/N;48530;ORTUELLA;BIZKAIA;ESPAÑA;SI;NO;
13505;13505;PUTXETA;43.31623;-3.089951;Putxeta Auzoa, 17;48540;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;BIZKAIA;ESPAÑA;SI;NO;
13506;13506;MUSKIZ;43.321472;-3.112317;Estacion Kalea, 13;48550;MUSKIZ;BIZKAIA;ESPAÑA;SI;NO;
13507;13507;URIOSTE;43.306411;-3.046882;Barrio Grupo Aiega, S/N;48530;ORTUELLA;BIZKAIA;ESPAÑA;SI;NO;
13508;13508;GALLARTA (APD);43.320472;-3.073542;Nafarroa Kalea, S/N;48530;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;BIZKAIA;ESPAÑA;SI;NO;
13509;13509;SAGRADA F.;43.308212;-3.052896;Barrio Golifar, S/N;48530;ORTUELLA;BIZKAIA;ESPAÑA;SI;NO;
14100;14100;PALENCIA;42.015711;-4.534135;Calle Estacion del Norte, 5;34005;PALENCIA;PALENCIA;ESPAÑA;NO;NO;
14101;14101;MONZÓN DE CAMPOS;42.105538;-4.501677;Calle Estacion de Ferrocarril, S/N;34410;MONZÓN DE CAMPOS;PALENCIA;ESPAÑA;NO;NO;
14102;14102;AMUSCO;42.178019;-4.480743;Carretera P-983 - Estacion Ferrocarril, S/N;34420;AMUSCO;PALENCIA;ESPAÑA;NO;NO;
14103;14103;PIÑA;42.211747;-4.434689;Calle Estacion Ferrocarril, S/N;34430;PIÑA DE CAMPOS;PALENCIA;ESPAÑA;NO;NO;
14104;14104;FROMISTA;42.2649;-4.402433;Calle las Huesas, S/N;34440;FRÓMISTA;PALENCIA;ESPAÑA;NO;NO;
14105;14105;MARCILLA DE CAMPOS;42.317393;-4.379713;;;MARCILLA DE CAMPOS;PALENCIA;ESPAÑA;NO;NO;
14106;14106;LAS CABANAS DE CASTILLA (APD);42.376947;-4.367366;;;OSORNO LA MAYOR;PALENCIA;ESPAÑA;NO;NO;
14107;14107;OSORNO;42.415077;-4.357367;Avenida Calvo Sotelo, S/N;34460;OSORNO LA MAYOR;PALENCIA;ESPAÑA;NO;NO;
14108;14108;ESPINOSA DE VILLAGONZALO (APD);42.452373;-4.367811;Calle Apeadero, S/N;34491;ESPINOSA DE VILLAGONZALO;PALENCIA;ESPAÑA;NO;NO;
14109;14109;ESPINOSA DE VILLAGONZALO;42.478958;-4.374501;;;ESPINOSA DE VILLAGONZALO;PALENCIA;ESPAÑA;NO;NO;
14110;14110;SAN CRISTOBAL DE BOEDO (APD);42.54196;-4.356958;;;SAN CRISTÓBAL DE BOEDO;PALENCIA;ESPAÑA;NO;NO;
14111;14111;HERRERA DE PISUERGA;42.598477;-4.316683;Carretera C-627 - Estacion de Ferrocarril, S/N;34400;HERRERA DE PISUERGA;PALENCIA;ESPAÑA;NO;NO;
14112;14112;ALAR DEL REY-SAN QUIRCE;42.656837;-4.311372;Calle Estacion Ferrocarril, S/N;34480;ALAR DEL REY;PALENCIA;ESPAÑA;NO;NO;
14113;14113;MAVE;42.723726;-4.27616;Plaza Estacion Ferrocarril, S/N;34492;AGUILAR DE CAMPOO;PALENCIA;ESPAÑA;NO;NO;
14114;14114;AGUILAR DE CAMPOO;42.785362;-4.233899;Barrio Estacion Ferrocarril, 18 - 19;34800;AGUILAR DE CAMPOO;PALENCIA;ESPAÑA;NO;NO;
14115;14115;QUINTANILLA DE LAS TORRES;42.81903;-4.202753;Calle Estacion Ferrocarril, S/N;34811;POMAR DE VALDIVIA;PALENCIA;ESPAÑA;NO;NO;
14116;14116;EL CARRIÓN (APD);42.1163504;-4.496321;;;MONZÓN DE CAMPOS;PALENCIA;ESPAÑA;NO;NO;
14117;14117;EL CARRIÓN;42.1166417;-4.500692;Calle Camino Becerril, S/N;34410;MONZÓN DE CAMPOS;PALENCIA;ESPAÑA;NO;NO;
14200;14200;MATAPORQUERA;42.870901;-4.165406;Calle Constitucion, 17;39410;VALDEOLEA;CANTABRIA;ESPAÑA;NO;NO;
14201;14201;POZAZAL;42.920918;-4.120195;;;CAMPOO DE ENMEDIO;CANTABRIA;ESPAÑA;NO;NO;
14202;14202;REINOSA;42.995158;-4.139917;Plaza de las Estaciones, 1;39200;REINOSA;CANTABRIA;ESPAÑA;SI;NO;
14203;14203;LANTUENO-SANTIURDE;43.064618;-4.086294;Calle Lantueno, 82 - Carretera N-611 - Estacion Ferrocarril, S/N;39490;SANTIURDE DE REINOSA;CANTABRIA;ESPAÑA;SI;NO;
14204;14204;PESQUERA;43.083718;-4.079594;Calle Ventorrillo, 32;39491;PESQUERA;CANTABRIA;ESPAÑA;SI;NO;
14205;14205;MONTABLIZ (APT);43.101678;-4.096828;;;BÁRCENA DE PIE DE CONCHA;CANTABRIA;ESPAÑA;NO;NO;
14206;14206;BÁRCENA;43.130561;-4.056662;Calle Doñini, 17;39420;BÁRCENA DE PIE DE CONCHA;CANTABRIA;ESPAÑA;SI;NO;
14207;14207;MOLLEDO-PORTOLÍN;43.146897;-4.043563;Carretera Ca-710 - Estacion Ferrocarril, S/N;39430;MOLLEDO;CANTABRIA;ESPAÑA;SI;NO;
14208;14208;SANTA CRUZ DE IGUÑA;43.167067;-4.048194;Barrio de la Serna, S/N;39450;MOLLEDO;CANTABRIA;ESPAÑA;SI;NO;
14209;14209;LAS FRAGUAS;43.194318;-4.057394;Calle Collantes, 48;39450;ARROYO DE LAS FRAGUAS;CANTABRIA;ESPAÑA;SI;NO;
14210;14210;LOS CORRALES DE BUELNA;43.257961;-4.064679;Calle Mies del Agua Centro, 163;39400;CORRALES DE BUELNA (LOS);CANTABRIA;ESPAÑA;SI;NO;
14211;14211;LAS CALDAS DE BESAYA;43.295518;-4.075294;Carretera S-601 - Estacion Ferrocarril, S/N;39460;CORRALES DE BUELNA (LOS);CANTABRIA;ESPAÑA;SI;NO;
14212;14212;VIERNOLES;43.327437;-4.042475;Carretera A-67 - Estacion Ferrocarril, S/N;39315;TORRELAVEGA;CANTABRIA;ESPAÑA;SI;NO;
14213;14213;TORRELAVEGA/TANOS;43.33974;-4.02896;Urbanizacion Santa Ana, S/N;39300;TORRELAVEGA;CANTABRIA;ESPAÑA;SI;NO;
14214;14214;SIERRAPANDO;43.347118;-3.991694;Barrio Ochos, 427;39317;TORRELAVEGA;CANTABRIA;ESPAÑA;SI;NO;
14215;14215;ZURITA;43.357826;-3.979697;Barrio San Martin, S/N;39479;PIÉLAGOS;CANTABRIA;ESPAÑA;SI;NO;
14216;14216;RENEDO;43.355636;-3.953732;Avenida Luis de la Concha, 1;39470;PIÉLAGOS;CANTABRIA;ESPAÑA;SI;NO;
14217;14217;PARBAYÓN;43.375214;-3.90092;Barrio el Jurrio, S/N;39612;PIÉLAGOS;CANTABRIA;ESPAÑA;SI;NO;
14218;14218;GUARNIZO;43.398271;-3.850226;Calle Ramon y Cajal, S/N;39611;ASTILLERO (EL);CANTABRIA;ESPAÑA;SI;NO;
14219;14219;BOO;43.404295;-3.8432;Calle Boo, 42;39691;ASTILLERO (EL);CANTABRIA;ESPAÑA;SI;NO;
14220;14220;MALIAÑO;43.41664;-3.841901;Avenida de Cantabria, S/N;39600;CAMARGO;CANTABRIA;ESPAÑA;SI;NO;
14221;14221;MURIEDAS;43.426526;-3.84824;;;CAMARGO;CANTABRIA;ESPAÑA;NO;NO;
14223;SANTA;SANTANDER;43.458575;-3.811223;Plaza de las Estaciones, S/N;39002;SANTANDER;CANTABRIA;ESPAÑA;SI;NO;
14229;14229;ZURITA;43.3497231;-3.9335829;;;PIÉLAGOS;CANTABRIA;ESPAÑA;NO;NO;
14230;14230;VALDECILLA;43.450492;-3.838889;Avenida Candina, S/N;39011;SANTANDER;CANTABRIA;ESPAÑA;SI;NO;
14231;14231;NUEVA MONTAÑA;43.445244;-3.846303;Barrio San Martin del Pino, S/N;39011;SANTANDER;CANTABRIA;ESPAÑA;SI;NO;
14232;14232;LOMBERA;43.276219;-4.071153;Calle San Cipriano, S/N;39400;CORRALES DE BUELNA (LOS);CANTABRIA;ESPAÑA;SI;NO;
14233;14233;RÍO EBRO;43.025658;-4.097112;Calle Duque y Merino, S/N;39200;CAMPOO DE ENMEDIO;CANTABRIA;ESPAÑA;SI;NO;
14234;14234;PUJAYO;43.123726;-4.08172;Carretera A Pujayo - Estacion Ferrocarril, S/N;39420;BÁRCENA DE PIE DE CONCHA;CANTABRIA;ESPAÑA;SI;NO;
14235;14235;ARENAS DE IGUÑA;43.186618;-4.054394;Avenida General - Estacion Ferrocarril, S/N;39450;ARENAS DE IGUÑA;CANTABRIA;ESPAÑA;SI;NO;
14236;14236;VIOÑO;43.360717;-3.964874;Carretera Ca-321 - Barrio San Lorenzo, S/N;39479;PIÉLAGOS;CANTABRIA;ESPAÑA;SI;NO;
14237;14237;MURIEDAS-BAHÍA;43.435311;-3.850821;Calle el Carmen, S/N;39600;CAMARGO;CANTABRIA;ESPAÑA;SI;NO;
14301;14301;CILLAMAYOR (APD);;;;;BARRUELO DE SANTULLÁN;PALENCIA;ESPAÑA;NO;NO;
14302;14302;BARRUELO DE SANTULLAN (APD-CGD);;;;;BARRUELO DE SANTULLÁN;PALENCIA;ESPAÑA;NO;NO;
1462B;1462B;LAREDO;;;;;LAREDO;;ESPAÑA;NO;NO;
14621;14621;LAREDO;;;;;LAREDO;CANTABRIA;ESPAÑA;NO;NO;
15001;15001;GRIJOTA;42.049225;-4.583954;Paseo Estacion Ferrocarril, S/N;34192;GRIJOTA;PALENCIA;ESPAÑA;NO;NO;
15002;15002;VILLAUMBRALES (APD);42.086065;-4.6268;;;VILLAUMBRALES;PALENCIA;ESPAÑA;NO;NO;
15003;15003;BECERRIL;42.104706;-4.64712;Carretera P-953 - Estacion Ferrocarril, S/N;34310;BECERRIL DE CAMPOS;PALENCIA;ESPAÑA;NO;NO;
15004;15004;PAREDES DE NAVA;42.150694;-4.697599;Avenida Berruguete, 38;34300;PAREDES DE NAVA;PALENCIA;ESPAÑA;NO;NO;
15005;15005;VILLALUMBROSO (APD);42.178247;-4.782097;;;VALLE DEL RETORTILLO;PALENCIA;ESPAÑA;NO;NO;
15006;15006;CISNEROS;42.19112;-4.850249;Carretera P-932 - Estacion Ferrocarril, S/N;34320;CISNEROS;PALENCIA;ESPAÑA;NO;NO;
15007;15007;VILLADA;42.245238;-4.970589;Calle Estacion Norte, S/N;34340;VILLADA;PALENCIA;ESPAÑA;NO;NO;
15008;15008;GRAJAL;42.323246;-5.013381;Calle Estacion Ferrocarril, S/N;24340;GRAJAL DE CAMPOS;LEÓN;ESPAÑA;NO;NO;
15009;15009;SAHAGÚN;42.369329;-5.022667;Calle Tras Estacion, S/N;24320;SAHAGÚN;LEÓN;ESPAÑA;NO;NO;
15010;15010;CALZADA DEL COTO;42.398253;-5.099871;;;CALZADA DEL COTO;LEÓN;ESPAÑA;NO;NO;
15011;15011;BERCIANOS DEL REAL CAMINO (APD);42.400119;-5.144589;;;BERCIANOS DEL REAL CAMINO;LEÓN;ESPAÑA;NO;NO;
15012;15012;EL BURGO RANERO;42.425753;-5.208592;Calle Senda Estacion Ferrocarril, S/N;24343;BURGO RANERO (EL);LEÓN;ESPAÑA;NO;NO;
15013;15013;VILLAMARCO (APD);42.466304;-5.296677;;;SANTAS MARTAS;LEÓN;ESPAÑA;NO;NO;
15014;15014;SANTAS MARTAS;42.460004;-5.386777;Calle Estacion Ferrocarril, 10-16;24330;SANTAS MARTAS;LEÓN;ESPAÑA;NO;NO;
15015;15015;PALANQUINOS;42.460716;-5.497584;Plaza Santa Rita, 10;24225;VILLANUEVA DE LAS MANZANAS;LEÓN;ESPAÑA;NO;NO;
15016;15016;VEGA DE LOS INFANZONES (APD);42.474815;-5.532254;;;VEGA DE INFANZONES;LEÓN;ESPAÑA;NO;NO;
15017;15017;TORNEROS (APT);42.516756;-5.559988;;;ONZONILLA;LEÓN;ESPAÑA;NO;NO;
15100;15100;LEÓN;42.596048;-5.582428;Calle Astorga, S/N;24009;LEÓN;LEÓN;ESPAÑA;NO;NO;
15103;15103;SANTIBANEZ;42.678719;-5.631596;;;CUADROS;LEÓN;ESPAÑA;NO;NO;
15104;15104;CUADROS;42.712564;-5.635976;;;CUADROS;LEÓN;ESPAÑA;NO;NO;
15105;15105;LA SECA (APT);42.757919;-5.643396;;;CUADROS;LEÓN;ESPAÑA;NO;NO;
15106;15106;LA ROBLA;42.804454;-5.626255;Calle Gordon Ordas, 30;24640;ROBLA (LA);LEÓN;ESPAÑA;NO;NO;
15107;15107;TORNEROS;42.830725;-5.65353;;;POLA DE GORDÓN (LA);LEÓN;ESPAÑA;NO;NO;
15108;15108;LA POLA DE GORDÓN;42.854099;-5.674524;Calle Capitan Lozano, 7;24600;POLA DE GORDÓN (LA);LEÓN;ESPAÑA;NO;NO;
15109;15109;SANTA LUCÍA;42.87515;-5.639613;Calle Reino de Leon, 1;24650;POLA DE GORDÓN (LA);LEÓN;ESPAÑA;NO;NO;
15110;15110;CIÑERA;42.889356;-5.64046;;;POLA DE GORDÓN (LA);LEÓN;ESPAÑA;NO;NO;
15111;15111;VILLASIMPLIZ (APD);42.911674;-5.654534;;;POLA DE GORDÓN (LA);LEÓN;ESPAÑA;NO;NO;
15112;15112;VILLAMANÍN;42.93671;-5.657637;Calle Estacion Ferrocarril, 5;24680;VILLAMANÍN;LEÓN;ESPAÑA;NO;NO;
15113;15113;BUSDONGO;42.984495;-5.705391;Carretera N-630 - Estacion Ferrocarril, 1;24690;VILLAMANÍN;LEÓN;ESPAÑA;NO;NO;
15114;15114;PAJARES;43.019219;-5.762396;;;LENA;ASTURIAS;ESPAÑA;NO;NO;
15115;15115;NAVIDIELLO-PARANA (APT);43.072219;-5.724096;;;LENA;ASTURIAS;ESPAÑA;NO;NO;
15116;15116;LINARES-CONGOSTINAS;43.101743;-5.772162;Camino Aspr-92 - Estacion Ferrocarril, S/N;33694;LENA;ASTURIAS;ESPAÑA;NO;NO;
15117;15117;MALVEDO (APT);43.10722;-5.793896;;;LENA;ASTURIAS;ESPAÑA;NO;NO;
15118;15118;FIERROS;43.07152;-5.769496;Carretera N-630 - Estacion Ferrocarril, S/N;33692;LENA;ASTURIAS;ESPAÑA;SI;NO;
15119;15119;LA FRECHA;43.09722;-5.797896;Carretera N-630 - Estacion Ferrocarril, S/N;33629;LENA;ASTURIAS;ESPAÑA;SI;NO;
15120;15120;CAMPUMANES;43.11112;-5.814196;Calle Estacion Ferrocarril, 22;33620;LENA;ASTURIAS;ESPAÑA;SI;NO;
15121;15121;LA COBERTORIA;43.130231;-5.812825;Carretera Ln-4 - Estacion Ferrocarril, S/N;33630;LENA;ASTURIAS;ESPAÑA;SI;NO;
15122;15122;LA POLA;43.158942;-5.831075;Calle Ramon y Cajal, 19;33630;LENA;ASTURIAS;ESPAÑA;SI;NO;
15123;15123;VIL.LAYANA;43.186778;-5.803633;Avenida de Santiago, S/N;33695;LENA;ASTURIAS;ESPAÑA;SI;NO;
15200;15200;UXO;43.20702;-5.791496;Calle Estacion S/N;33640;MIERES;ASTURIAS;ESPAÑA;SI;NO;
15202;15202;SANTUYANO;43.214944;-5.785817;Carretera Mi-3 - Estacion Ferrocarril, S/N;33611;MIERES;ASTURIAS;ESPAÑA;SI;NO;
15203;15203;MIERES DEL CAMÍN;43.250027;-5.78028;Barrio Gonzalin, 1;33600;MIERES;ASTURIAS;ESPAÑA;SI;NO;
15204;15204;MIERES;43.25473;-5.782925;;;MIERES;ASTURIAS;ESPAÑA;NO;NO;
15205;15205;ABLAÑA;43.267493;-5.804693;Calle Estacion Ferrocarril, S/N;33650;MIERES;ASTURIAS;ESPAÑA;SI;NO;
15206;15206;LA PEREA;43.277234;-5.812279;Carretera N-630 - Estacion Ferrocarril, S/N;33682;MIERES;ASTURIAS;ESPAÑA;SI;NO;
15207;15207;OLLONIEGO/LLUNIEGO;43.29622;-5.819295;Carretera As-242 - Estacion Ferrocarril, S/N;33660;OVIEDO;ASTURIAS;ESPAÑA;SI;NO;
15208;15208;SOTO REI/SOTO DE REY;43.30762;-5.856895;Calle Estacion Ferrocarril S/N;33696;RIBERA DE ARRIBA;ASTURIAS;ESPAÑA;SI;NO;
15209;15209;LES SEGAES/LAS SEGADAS DE ABAJO;43.312842;-5.86918;N630 Ap. de Renfe;33171;OVIEDO;ASTURIAS;ESPAÑA;SI;NO;
15210;15210;EL CALEYU;43.33042;-5.868395;Calle el Lugar Caleyo, S/N;33171;OVIEDO;ASTURIAS;ESPAÑA;SI;NO;
15211;15211;OVIEDO/UVIÉU;43.366841;-5.854263;Calle Uria, S/N - Plaza de los Ferroviarios, S/N;33012;OVIEDO;ASTURIAS;ESPAÑA;SI;NO;
15212;15212;LUGONES/LLUGONES;43.40347;-5.812935;Travesia Tartiere, 2;33420;SIERO;ASTURIAS;ESPAÑA;SI;NO;
15217;15217;LA CORREDORIA;43.383422;-5.830233;Calle Doctor Ingeniero Francisco Pintado, S/N;33011;OVIEDO;;ESPAÑA;SI;NO;
15218;15218;LLAMAQUIQUE;43.355864;-5.855475;Calle Trece Rosas, S/N;33005;OVIEDO;ASTURIAS;ESPAÑA;SI;NO;
15300;15300;LUGO DE LLANERA;43.445519;-5.817438;Calle Jose Manuel Bobes, S/N;33690;LLANERA;ASTURIAS;ESPAÑA;SI;NO;
15301;15301;VILLABONA;43.46082;-5.825595;Calle Estacion Ferrocarril, S/N;33422;LLANERA;ASTURIAS;ESPAÑA;SI;NO;
15302;15302;SERÍN;43.50482;-5.780395;Carretera As-326 - Camino Estacion, 11 A;33697;GIJÓN;ASTURIAS;ESPAÑA;SI;NO;
15303;15303;MONTIANA;43.527578;-5.735516;Barrio Monteana - Estacion Ferrocarril, S/N;33691;GIJÓN;ASTURIAS;ESPAÑA;SI;NO;
15305;15305;TABLADIELLO;43.474597;-5.802526;Carretera As-325 - Estacion Ferrocarril, S/N;33422;LLANERA;ASTURIAS;ESPAÑA;SI;NO;
15400;15400;VERIÑA;43.54092;-5.725018;Carretera Aviles, S/N;33213;GIJÓN;ASTURIAS;ESPAÑA;SI;NO;
15401;15401;LA CALZADA;43.534132;-5.70981;Avenida de Juan Carlos I, S/N;33211;GIJÓN;ASTURIAS;ESPAÑA;SI;NO;
15402;15402;GIJÓN/XIXÓN;43.539243;-5.675436;;;GIJÓN;ASTURIAS;ESPAÑA;NO;NO;GIJON
15403;15403;GIJÓN/XIXÓN;43.53889;-5.675266;;;GIJÓN;ASTURIAS;ESPAÑA;NO;NO;GIJON
15410;GIJON;GIJÓN/XIXÓN;43.535175;-5.698318;Calle Sanz Crespo, S/N;33207;GIJÓN;ASTURIAS;ESPAÑA;SI;NO;GIJON
16001;16001;SANTOLAYA;43.31742;-5.812495;Carretera As-116 - Estacion Ferrocarril, S/N;33669;OVIEDO;ASTURIAS;ESPAÑA;SI;NO;
16002;16002;VEGUÍN;43.33152;-5.772595;Calle Tino Casal, S/N;33910;OVIEDO;ASTURIAS;ESPAÑA;SI;NO;
16005;16005;PEÑARRUBIA;43.32212;-5.722295;Antigua Carretera As-244 - Estacion Ferrocarril, S/N;33929;LANGREO;ASTURIAS;ESPAÑA;SI;NO;
16006;16006;BARROS;43.3178079;-5.7109228;Calle Estacion Ferrocarril, 64;33934;LANGREO;ASTURIAS;ESPAÑA;SI;NO;
16008;16008;LA FELGUERA;43.304594;-5.692439;Calle Inventor la Cierva, S/N;33930;LANGREO;ASTURIAS;ESPAÑA;SI;NO;
16009;16009;SAMA;43.291503;-5.679332;Calle Cipriano Pedros, S/N;33900;LANGREO;ASTURIAS;ESPAÑA;SI;NO;
16010;16010;CIAÑU;43.289192;-5.66793;Calle Infanzones de Langreo, S/N;33900;LANGREO;ASTURIAS;ESPAÑA;SI;NO;
16011;16011;L'ENTREGU/EL ENTREGO;43.2872372;-5.6479229;Avda del Parque S/N;33948;SAN MARTÍN DEL REY AURELIO;ASTURIAS;ESPAÑA;SI;NO;
16201;16201;SAN CLAUDIO (APD);;;;;OVIEDO;ASTURIAS;ESPAÑA;NO;NO;
16202;16202;SAN PEDRO DE NORA (APD);;;;;OVIEDO;ASTURIAS;ESPAÑA;NO;NO;
16203;16203;SOTO DE ABAJO (APD);;;;;OVIEDO;ASTURIAS;ESPAÑA;NO;NO;
16204;16204;TRUBIA;;;;;OVIEDO;ASTURIAS;ESPAÑA;NO;NO;
16301;16301;FERROÑES;43.475556;-5.861372;Calle Estacion Ferrocarril S/N;33470;LLANERA;ASTURIAS;ESPAÑA;SI;NO;
16302;16302;CANCIENES;43.51582;-5.869095;Carretera de la Chusca, 205;33470;CORVERA DE ASTURIAS;ASTURIAS;ESPAÑA;SI;NO;
16400;16400;NUBLEDO/NUBLEO;43.52212;-5.869295;Carretera As-17 - Estacion Ferrocarril, S/N;33416;CORVERA DE ASTURIAS;ASTURIAS;ESPAÑA;SI;NO;
16401;16401;VILLALEGRE;43.536871;-5.896108;Calle Camino la Fuente, S/N;33406;AVILÉS;ASTURIAS;ESPAÑA;SI;NO;
16402;16402;LA ROCICA;43.5467;-5.9052;Calle Aviles, S/N;33403;AVILÉS;ASTURIAS;ESPAÑA;SI;NO;
16403;16403;AVILÉS;43.561191;-5.922576;Avenida de los Telares, S/N;33409;AVILÉS;ASTURIAS;ESPAÑA;SI;NO;
16405;16405;SAN XUAN;43.58952;-5.932595;Avenida la Playa, 32;33417;CASTRILLÓN;ASTURIAS;ESPAÑA;SI;NO;
16406;16406;LOS CAMPOS;43.5357;-5.884;;;CORVERA DE ASTURIAS;;ESPAÑA;NO;NO;
16408;16408;LOS CAMPOS;43.536675;-5.885115;Calle Maria Josefa Canellada, S/N;33404;CORVERA DE ASTURIAS;ASTURIAS;ESPAÑA;SI;NO;
16604;16604;GIJON-PUERTO;43.552658;-5.691081;;;GIJÓN;ASTURIAS;ESPAÑA;NO;NO;
17000;17000;MADRID-CHAMARTÍN-CLARA CAMPOAMOR;40.4720993;-3.6824687;Calle Agustin de Foxa, S/N;28036;MADRID;MADRID;ESPAÑA;SI;NO;MADRI
17001;17001;FUENCARRAL (APT);40.5015242;-3.6824808;Calle Antonio Cabezon, S/N;28034;MADRID;MADRID;ESPAÑA;SI;NO;
17002;17002;VALDELATAS (APT);40.538415;-3.703716;;;MADRID;MADRID;ESPAÑA;NO;NO;
17003;17003;EL GOLOSO (APD);40.5587539;-3.7139504;Carretera Colmenar Viejo, Km 18;28049;MADRID;MADRID;ESPAÑA;SI;NO;
17004;17004;TRES CANTOS (APT);40.5985252;-3.7155822;Plaza Estacion Ferrocarril, 1;28760;TRES CANTOS;MADRID;ESPAÑA;SI;NO;
17005;17005;COLMENAR VIEJO;40.6451853;-3.7765198;Avenida de la Libertad, S/N;28770;COLMENAR VIEJO;MADRID;ESPAÑA;SI;NO;
17006;17006;MANZANARES-SOTO EL REAL;40.721107;-3.792536;;;SOTO DEL REAL;MADRID;ESPAÑA;NO;NO;
17007;17007;SOTO EL REAL (APD);40.75744;-3.766481;;;SOTO DEL REAL;MADRID;ESPAÑA;NO;NO;
17008;17008;MIRAFLORES DE LA SIERRA;40.807472;-3.751128;;;MIRAFLORES DE LA SIERRA;MADRID;ESPAÑA;NO;NO;
17009;17009;UNIVERSIDAD CANTO BLANCO;40.5438226;-3.7001834;Carretera M-607 de Colmenar Viejo Km 15.600 - Estacion Ferrocarril, S/N;28049;MADRID;MADRID;ESPAÑA;SI;NO;
17010;17010;DIPUTACION  (APD);40.528516;-3.688318;;;MADRID;MADRID;ESPAÑA;NO;NO;
17100;17100;BUSTARVIEJO-VALDEMANCO;40.857591;-3.680431;;;BUSTARVIEJO;MADRID;ESPAÑA;NO;NO;
17101;17101;VALDEMANCO (APD);;;;;VALDEMANCO;MADRID;ESPAÑA;NO;NO;
17102;17102;LOZOYUELA (APD);40.914363;-3.674407;;;GARGANTA DE LOS MONTES;MADRID;ESPAÑA;NO;NO;
17103;17103;GARGANTILLA-LOZOYA (APD);40.952134;-3.714022;;;GARGANTILLA DEL LOZOYA Y PINILLA DE BUITRAGO;MADRID;ESPAÑA;NO;NO;
17104;17104;NAVARREDONDA-S.MAMES (APD);;;;;NAVARREDONDA Y SAN MAMÉS;MADRID;ESPAÑA;NO;NO;
17105;17105;GASCONES-BUITRAGO;41.027372;-3.679927;;;GASCONES;MADRID;ESPAÑA;NO;NO;
17106;17106;BRAOJOS LA SERNA;41.042512;-3.641916;;;BRAOJOS;MADRID;ESPAÑA;NO;NO;
17107;17107;ROBREGORDO-SOMOSIERRA;41.105999;-3.591719;;;ROBREGORDO;MADRID;ESPAÑA;NO;NO;
