,service_id,stop_id,arrival,departure
56,OUIGO_03-11-2025-07.02,60000,0,0
57,OUIGO_03-11-2025-07.02,04040,78,81
58,OUIGO_03-11-2025-07.02,71801,172,172
59,OUIGO_03-11-2025-10.02,60000,0,0
60,OUIGO_03-11-2025-10.02,04040,80,83
61,OUIGO_03-11-2025-10.02,04104,139,142
62,OUIGO_03-11-2025-10.02,71801,182,182
63,OUIGO_03-11-2025-14.12,60000,0,0
64,OUIGO_03-11-2025-14.12,71801,157,157
65,OUIGO_03-11-2025-17.17,60000,0,0
66,OUIGO_03-11-2025-17.17,71801,157,157
67,OUIGO_03-11-2025-21.02,60000,0,0
68,OUIGO_03-11-2025-21.02,04040,79,82
69,OUIGO_03-11-2025-21.02,71801,172,172
70,OUIGO_03-11-2025-06.25,71801,0,0
71,OUIGO_03-11-2025-06.25,04040,95,98
72,OUIGO_03-11-2025-06.25,60000,172,172
73,OUIGO_03-11-2025-10.40,71801,0,0
74,OUIGO_03-11-2025-10.40,04040,93,96
75,OUIGO_03-11-2025-10.40,60000,172,172
76,OUIGO_03-11-2025-13.50,71801,0,0
77,OUIGO_03-11-2025-13.50,60000,157,157
78,OUIGO_03-11-2025-17.40,71801,0,0
79,OUIGO_03-11-2025-17.40,60000,157,157
80,OUIGO_03-11-2025-20.40,71801,0,0
81,OUIGO_03-11-2025-20.40,04104,30,33
82,OUIGO_03-11-2025-20.40,04040,92,95
83,OUIGO_03-11-2025-20.40,60000,182,182
84,OUIGO_04-11-2025-07.02,60000,0,0
85,OUIGO_04-11-2025-07.02,04040,78,81
86,OUIGO_04-11-2025-07.02,71801,172,172
87,OUIGO_04-11-2025-10.02,60000,0,0
88,OUIGO_04-11-2025-10.02,04040,80,83
89,OUIGO_04-11-2025-10.02,04104,139,142
90,OUIGO_04-11-2025-10.02,71801,182,182
91,OUIGO_04-11-2025-14.12,60000,0,0
92,OUIGO_04-11-2025-14.12,71801,157,157
93,OUIGO_04-11-2025-17.17,60000,0,0
94,OUIGO_04-11-2025-17.17,71801,157,157
95,OUIGO_04-11-2025-21.02,60000,0,0
96,OUIGO_04-11-2025-21.02,04040,79,82
97,OUIGO_04-11-2025-21.02,71801,172,172
98,OUIGO_04-11-2025-06.25,71801,0,0
99,OUIGO_04-11-2025-06.25,04040,95,98
100,OUIGO_04-11-2025-06.25,60000,172,172
101,OUIGO_04-11-2025-10.40,71801,0,0
102,OUIGO_04-11-2025-10.40,04040,93,96
103,OUIGO_04-11-2025-10.40,60000,172,172
104,OUIGO_04-11-2025-13.50,71801,0,0
105,OUIGO_04-11-2025-13.50,60000,157,157
106,OUIGO_04-11-2025-17.40,71801,0,0
107,OUIGO_04-11-2025-17.40,60000,157,157
108,OUIGO_04-11-2025-20.40,71801,0,0
109,OUIGO_04-11-2025-20.40,04104,30,33
110,OUIGO_04-11-2025-20.40,04040,92,95
111,OUIGO_04-11-2025-20.40,60000,182,182
112,OUIGO_05-11-2025-07.02,60000,0,0
113,OUIGO_05-11-2025-07.02,04040,78,81
114,OUIGO_05-11-2025-07.02,71801,172,172
115,OUIGO_05-11-2025-10.02,60000,0,0
116,OUIGO_05-11-2025-10.02,04040,80,83
117,OUIGO_05-11-2025-10.02,04104,139,142
118,OUIGO_05-11-2025-10.02,71801,182,182
119,OUIGO_05-11-2025-14.12,60000,0,0
120,OUIGO_05-11-2025-14.12,71801,157,157
121,OUIGO_05-11-2025-17.17,60000,0,0
122,OUIGO_05-11-2025-17.17,71801,157,157
123,OUIGO_05-11-2025-21.02,60000,0,0
124,OUIGO_05-11-2025-21.02,04040,79,82
125,OUIGO_05-11-2025-21.02,71801,172,172
126,OUIGO_05-11-2025-06.25,71801,0,0
127,OUIGO_05-11-2025-06.25,04040,95,98
128,OUIGO_05-11-2025-06.25,60000,172,172
129,OUIGO_05-11-2025-10.40,71801,0,0
130,OUIGO_05-11-2025-10.40,04040,93,96
131,OUIGO_05-11-2025-10.40,60000,172,172
132,OUIGO_05-11-2025-13.50,71801,0,0
133,OUIGO_05-11-2025-13.50,60000,157,157
134,OUIGO_05-11-2025-17.40,71801,0,0
135,OUIGO_05-11-2025-17.40,60000,157,157
136,OUIGO_05-11-2025-20.40,71801,0,0
137,OUIGO_05-11-2025-20.40,04104,30,33
138,OUIGO_05-11-2025-20.40,04040,92,95
139,OUIGO_05-11-2025-20.40,60000,182,182
140,OUIGO_06-11-2025-07.02,60000,0,0
141,OUIGO_06-11-2025-07.02,04040,78,81
142,OUIGO_06-11-2025-07.02,71801,172,172
143,OUIGO_06-11-2025-10.02,60000,0,0
144,OUIGO_06-11-2025-10.02,04040,80,83
145,OUIGO_06-11-2025-10.02,04104,139,142
146,OUIGO_06-11-2025-10.02,71801,182,182
147,OUIGO_06-11-2025-14.12,60000,0,0
148,OUIGO_06-11-2025-14.12,71801,157,157
149,OUIGO_06-11-2025-17.17,60000,0,0
150,OUIGO_06-11-2025-17.17,71801,157,157
151,OUIGO_06-11-2025-21.02,60000,0,0
152,OUIGO_06-11-2025-21.02,04040,79,82
153,OUIGO_06-11-2025-21.02,71801,172,172
154,OUIGO_06-11-2025-06.25,71801,0,0
155,OUIGO_06-11-2025-06.25,04040,95,98
156,OUIGO_06-11-2025-06.25,60000,172,172
157,OUIGO_06-11-2025-10.40,71801,0,0
158,OUIGO_06-11-2025-10.40,04040,93,96
159,OUIGO_06-11-2025-10.40,60000,172,172
160,OUIGO_06-11-2025-13.50,71801,0,0
161,OUIGO_06-11-2025-13.50,60000,157,157
162,OUIGO_06-11-2025-17.40,71801,0,0
163,OUIGO_06-11-2025-17.40,60000,157,157
164,OUIGO_06-11-2025-20.40,71801,0,0
165,OUIGO_06-11-2025-20.40,04104,30,33
166,OUIGO_06-11-2025-20.40,04040,92,95
167,OUIGO_06-11-2025-20.40,60000,182,182
168,OUIGO_07-11-2025-07.02,60000,0,0
169,OUIGO_07-11-2025-07.02,04040,78,81
170,OUIGO_07-11-2025-07.02,71801,172,172
171,OUIGO_07-11-2025-10.02,60000,0,0
172,OUIGO_07-11-2025-10.02,04040,80,83
173,OUIGO_07-11-2025-10.02,04104,139,142
174,OUIGO_07-11-2025-10.02,71801,182,182
175,OUIGO_07-11-2025-14.12,60000,0,0
176,OUIGO_07-11-2025-14.12,71801,157,157
177,OUIGO_07-11-2025-17.17,60000,0,0
178,OUIGO_07-11-2025-17.17,71801,157,157
179,OUIGO_07-11-2025-21.02,60000,0,0
180,OUIGO_07-11-2025-21.02,04040,79,82
181,OUIGO_07-11-2025-21.02,71801,172,172
182,OUIGO_07-11-2025-06.25,71801,0,0
183,OUIGO_07-11-2025-06.25,04040,95,98
184,OUIGO_07-11-2025-06.25,60000,172,172
185,OUIGO_07-11-2025-10.40,71801,0,0
186,OUIGO_07-11-2025-10.40,04040,93,96
187,OUIGO_07-11-2025-10.40,60000,172,172
188,OUIGO_07-11-2025-13.50,71801,0,0
189,OUIGO_07-11-2025-13.50,60000,157,157
190,OUIGO_07-11-2025-17.40,71801,0,0
191,OUIGO_07-11-2025-17.40,60000,157,157
192,OUIGO_07-11-2025-20.40,71801,0,0
193,OUIGO_07-11-2025-20.40,04104,30,33
194,OUIGO_07-11-2025-20.40,04040,92,95
195,OUIGO_07-11-2025-20.40,60000,182,182
196,OUIGO_08-11-2025-07.02,60000,0,0
197,OUIGO_08-11-2025-07.02,04040,78,81
198,OUIGO_08-11-2025-07.02,71801,172,172
199,OUIGO_08-11-2025-10.02,60000,0,0
200,OUIGO_08-11-2025-10.02,04040,80,83
201,OUIGO_08-11-2025-10.02,04104,139,142
202,OUIGO_08-11-2025-10.02,71801,182,182
203,OUIGO_08-11-2025-14.12,60000,0,0
204,OUIGO_08-11-2025-14.12,71801,157,157
205,OUIGO_08-11-2025-17.17,60000,0,0
206,OUIGO_08-11-2025-17.17,71801,157,157
207,OUIGO_08-11-2025-21.02,60000,0,0
208,OUIGO_08-11-2025-21.02,04040,79,82
209,OUIGO_08-11-2025-21.02,71801,172,172
210,OUIGO_08-11-2025-06.25,71801,0,0
211,OUIGO_08-11-2025-06.25,04040,95,98
212,OUIGO_08-11-2025-06.25,60000,172,172
213,OUIGO_08-11-2025-10.40,71801,0,0
214,OUIGO_08-11-2025-10.40,04040,93,96
215,OUIGO_08-11-2025-10.40,60000,172,172
216,OUIGO_08-11-2025-13.50,71801,0,0
217,OUIGO_08-11-2025-13.50,60000,157,157
218,OUIGO_08-11-2025-17.40,71801,0,0
219,OUIGO_08-11-2025-17.40,60000,157,157
220,OUIGO_08-11-2025-20.40,71801,0,0
221,OUIGO_08-11-2025-20.40,04104,30,33
222,OUIGO_08-11-2025-20.40,04040,92,95
223,OUIGO_08-11-2025-20.40,60000,182,182
224,OUIGO_09-11-2025-07.02,60000,0,0
225,OUIGO_09-11-2025-07.02,04040,78,81
226,OUIGO_09-11-2025-07.02,71801,172,172
227,OUIGO_09-11-2025-10.02,60000,0,0
228,OUIGO_09-11-2025-10.02,04040,80,83
229,OUIGO_09-11-2025-10.02,04104,139,142
230,OUIGO_09-11-2025-10.02,71801,182,182
231,OUIGO_09-11-2025-14.12,60000,0,0
232,OUIGO_09-11-2025-14.12,71801,157,157
233,OUIGO_09-11-2025-17.17,60000,0,0
234,OUIGO_09-11-2025-17.17,71801,157,157
235,OUIGO_09-11-2025-21.02,60000,0,0
236,OUIGO_09-11-2025-21.02,04040,79,82
237,OUIGO_09-11-2025-21.02,71801,172,172
238,OUIGO_09-11-2025-06.25,71801,0,0
239,OUIGO_09-11-2025-06.25,04040,95,98
240,OUIGO_09-11-2025-06.25,60000,172,172
241,OUIGO_09-11-2025-10.40,71801,0,0
242,OUIGO_09-11-2025-10.40,04040,93,96
243,OUIGO_09-11-2025-10.40,60000,172,172
244,OUIGO_09-11-2025-13.50,71801,0,0
245,OUIGO_09-11-2025-13.50,60000,157,157
246,OUIGO_09-11-2025-17.40,71801,0,0
247,OUIGO_09-11-2025-17.40,60000,157,157
248,OUIGO_09-11-2025-20.40,71801,0,0
249,OUIGO_09-11-2025-20.40,04104,30,33
250,OUIGO_09-11-2025-20.40,04040,92,95
251,OUIGO_09-11-2025-20.40,60000,182,182
252,OUIGO_10-11-2025-07.02,60000,0,0
253,OUIGO_10-11-2025-07.02,04040,78,81
254,OUIGO_10-11-2025-07.02,71801,172,172
255,OUIGO_10-11-2025-10.02,60000,0,0
256,OUIGO_10-11-2025-10.02,04040,80,83
257,OUIGO_10-11-2025-10.02,04104,139,142
258,OUIGO_10-11-2025-10.02,71801,182,182
259,OUIGO_10-11-2025-14.12,60000,0,0
260,OUIGO_10-11-2025-14.12,71801,157,157
261,OUIGO_10-11-2025-17.17,60000,0,0
262,OUIGO_10-11-2025-17.17,71801,157,157
263,OUIGO_10-11-2025-21.02,60000,0,0
264,OUIGO_10-11-2025-21.02,04040,79,82
265,OUIGO_10-11-2025-21.02,71801,172,172
266,OUIGO_10-11-2025-06.25,71801,0,0
267,OUIGO_10-11-2025-06.25,04040,95,98
268,OUIGO_10-11-2025-06.25,60000,172,172
269,OUIGO_10-11-2025-10.40,71801,0,0
270,OUIGO_10-11-2025-10.40,04040,93,96
271,OUIGO_10-11-2025-10.40,60000,172,172
272,OUIGO_10-11-2025-13.50,71801,0,0
273,OUIGO_10-11-2025-13.50,60000,157,157
274,OUIGO_10-11-2025-17.40,71801,0,0
275,OUIGO_10-11-2025-17.40,60000,157,157
276,OUIGO_10-11-2025-20.40,71801,0,0
277,OUIGO_10-11-2025-20.40,04104,30,33
278,OUIGO_10-11-2025-20.40,04040,92,95
279,OUIGO_10-11-2025-20.40,60000,182,182
280,OUIGO_11-11-2025-07.02,60000,0,0
281,OUIGO_11-11-2025-07.02,04040,78,81
282,OUIGO_11-11-2025-07.02,71801,172,172
283,OUIGO_11-11-2025-10.02,60000,0,0
284,OUIGO_11-11-2025-10.02,04040,80,83
285,OUIGO_11-11-2025-10.02,04104,139,142
286,OUIGO_11-11-2025-10.02,71801,182,182
287,OUIGO_11-11-2025-14.12,60000,0,0
288,OUIGO_11-11-2025-14.12,71801,157,157
289,OUIGO_11-11-2025-17.17,60000,0,0
290,OUIGO_11-11-2025-17.17,71801,157,157
291,OUIGO_11-11-2025-21.02,60000,0,0
292,OUIGO_11-11-2025-21.02,04040,79,82
293,OUIGO_11-11-2025-21.02,71801,172,172
294,OUIGO_11-11-2025-06.25,71801,0,0
295,OUIGO_11-11-2025-06.25,04040,95,98
296,OUIGO_11-11-2025-06.25,60000,172,172
297,OUIGO_11-11-2025-10.40,71801,0,0
298,OUIGO_11-11-2025-10.40,04040,93,96
299,OUIGO_11-11-2025-10.40,60000,172,172
300,OUIGO_11-11-2025-13.50,71801,0,0
301,OUIGO_11-11-2025-13.50,60000,157,157
302,OUIGO_11-11-2025-17.40,71801,0,0
303,OUIGO_11-11-2025-17.40,60000,157,157
304,OUIGO_11-11-2025-20.40,71801,0,0
305,OUIGO_11-11-2025-20.40,04104,30,33
306,OUIGO_11-11-2025-20.40,04040,92,95
307,OUIGO_11-11-2025-20.40,60000,182,182
308,OUIGO_12-11-2025-07.02,60000,0,0
309,OUIGO_12-11-2025-07.02,04040,78,81
310,OUIGO_12-11-2025-07.02,71801,172,172
311,OUIGO_12-11-2025-10.02,60000,0,0
312,OUIGO_12-11-2025-10.02,04040,80,83
313,OUIGO_12-11-2025-10.02,04104,139,142
314,OUIGO_12-11-2025-10.02,71801,182,182
315,OUIGO_12-11-2025-14.12,60000,0,0
316,OUIGO_12-11-2025-14.12,71801,157,157
317,OUIGO_12-11-2025-17.17,60000,0,0
318,OUIGO_12-11-2025-17.17,71801,157,157
319,OUIGO_12-11-2025-21.02,60000,0,0
320,OUIGO_12-11-2025-21.02,04040,79,82
321,OUIGO_12-11-2025-21.02,71801,172,172
322,OUIGO_12-11-2025-06.25,71801,0,0
323,OUIGO_12-11-2025-06.25,04040,95,98
324,OUIGO_12-11-2025-06.25,60000,172,172
325,OUIGO_12-11-2025-10.40,71801,0,0
326,OUIGO_12-11-2025-10.40,04040,93,96
327,OUIGO_12-11-2025-10.40,60000,172,172
328,OUIGO_12-11-2025-13.50,71801,0,0
329,OUIGO_12-11-2025-13.50,60000,157,157
330,OUIGO_12-11-2025-17.40,71801,0,0
331,OUIGO_12-11-2025-17.40,60000,157,157
332,OUIGO_12-11-2025-20.40,71801,0,0
333,OUIGO_12-11-2025-20.40,04104,30,33
334,OUIGO_12-11-2025-20.40,04040,92,95
335,OUIGO_12-11-2025-20.40,60000,182,182
336,OUIGO_13-11-2025-07.02,60000,0,0
337,OUIGO_13-11-2025-07.02,04040,78,81
338,OUIGO_13-11-2025-07.02,71801,172,172
339,OUIGO_13-11-2025-10.02,60000,0,0
340,OUIGO_13-11-2025-10.02,04040,80,83
341,OUIGO_13-11-2025-10.02,04104,139,142
342,OUIGO_13-11-2025-10.02,71801,182,182
343,OUIGO_13-11-2025-14.12,60000,0,0
344,OUIGO_13-11-2025-14.12,71801,157,157
345,OUIGO_13-11-2025-17.17,60000,0,0
346,OUIGO_13-11-2025-17.17,71801,157,157
347,OUIGO_13-11-2025-21.02,60000,0,0
348,OUIGO_13-11-2025-21.02,04040,79,82
349,OUIGO_13-11-2025-21.02,71801,172,172
350,OUIGO_13-11-2025-06.25,71801,0,0
351,OUIGO_13-11-2025-06.25,04040,95,98
352,OUIGO_13-11-2025-06.25,60000,172,172
353,OUIGO_13-11-2025-10.40,71801,0,0
354,OUIGO_13-11-2025-10.40,04040,93,96
355,OUIGO_13-11-2025-10.40,60000,172,172
356,OUIGO_13-11-2025-13.50,71801,0,0
357,OUIGO_13-11-2025-13.50,60000,157,157
358,OUIGO_13-11-2025-17.40,71801,0,0
359,OUIGO_13-11-2025-17.40,60000,157,157
360,OUIGO_13-11-2025-20.40,71801,0,0
361,OUIGO_13-11-2025-20.40,04104,30,33
362,OUIGO_13-11-2025-20.40,04040,92,95
363,OUIGO_13-11-2025-20.40,60000,182,182
364,OUIGO_14-11-2025-07.02,60000,0,0
365,OUIGO_14-11-2025-07.02,04040,78,81
366,OUIGO_14-11-2025-07.02,71801,172,172
367,OUIGO_14-11-2025-10.02,60000,0,0
368,OUIGO_14-11-2025-10.02,04040,80,83
369,OUIGO_14-11-2025-10.02,04104,139,142
370,OUIGO_14-11-2025-10.02,71801,182,182
371,OUIGO_14-11-2025-14.12,60000,0,0
372,OUIGO_14-11-2025-14.12,71801,157,157
373,OUIGO_14-11-2025-17.17,60000,0,0
374,OUIGO_14-11-2025-17.17,71801,157,157
375,OUIGO_14-11-2025-21.02,60000,0,0
376,OUIGO_14-11-2025-21.02,04040,79,82
377,OUIGO_14-11-2025-21.02,71801,172,172
378,OUIGO_14-11-2025-06.25,71801,0,0
379,OUIGO_14-11-2025-06.25,04040,95,98
380,OUIGO_14-11-2025-06.25,60000,172,172
381,OUIGO_14-11-2025-10.40,71801,0,0
382,OUIGO_14-11-2025-10.40,04040,93,96
383,OUIGO_14-11-2025-10.40,60000,172,172
384,OUIGO_14-11-2025-13.50,71801,0,0
385,OUIGO_14-11-2025-13.50,60000,157,157
386,OUIGO_14-11-2025-17.40,71801,0,0
387,OUIGO_14-11-2025-17.40,60000,157,157
388,OUIGO_14-11-2025-20.40,71801,0,0
389,OUIGO_14-11-2025-20.40,04104,30,33
390,OUIGO_14-11-2025-20.40,04040,92,95
391,OUIGO_14-11-2025-20.40,60000,182,182
392,OUIGO_15-11-2025-07.02,60000,0,0
393,OUIGO_15-11-2025-07.02,04040,78,81
394,OUIGO_15-11-2025-07.02,71801,172,172
395,OUIGO_15-11-2025-10.02,60000,0,0
396,OUIGO_15-11-2025-10.02,04040,80,83
397,OUIGO_15-11-2025-10.02,04104,139,142
398,OUIGO_15-11-2025-10.02,71801,182,182
399,OUIGO_15-11-2025-14.12,60000,0,0
400,OUIGO_15-11-2025-14.12,71801,157,157
401,OUIGO_15-11-2025-17.17,60000,0,0
402,OUIGO_15-11-2025-17.17,71801,157,157
403,OUIGO_15-11-2025-21.02,60000,0,0
404,OUIGO_15-11-2025-21.02,04040,79,82
405,OUIGO_15-11-2025-21.02,71801,172,172
406,OUIGO_15-11-2025-06.25,71801,0,0
407,OUIGO_15-11-2025-06.25,04040,95,98
408,OUIGO_15-11-2025-06.25,60000,172,172
409,OUIGO_15-11-2025-10.40,71801,0,0
410,OUIGO_15-11-2025-10.40,04040,93,96
411,OUIGO_15-11-2025-10.40,60000,172,172
412,OUIGO_15-11-2025-13.50,71801,0,0
413,OUIGO_15-11-2025-13.50,60000,157,157
414,OUIGO_15-11-2025-17.40,71801,0,0
415,OUIGO_15-11-2025-17.40,60000,157,157
416,OUIGO_15-11-2025-20.40,71801,0,0
417,OUIGO_15-11-2025-20.40,04104,30,33
418,OUIGO_15-11-2025-20.40,04040,92,95
419,OUIGO_15-11-2025-20.40,60000,182,182
420,OUIGO_16-11-2025-07.02,60000,0,0
421,OUIGO_16-11-2025-07.02,04040,78,81
422,OUIGO_16-11-2025-07.02,71801,172,172
423,OUIGO_16-11-2025-10.02,60000,0,0
424,OUIGO_16-11-2025-10.02,04040,80,83
425,OUIGO_16-11-2025-10.02,04104,139,142
426,OUIGO_16-11-2025-10.02,71801,182,182
427,OUIGO_16-11-2025-14.12,60000,0,0
428,OUIGO_16-11-2025-14.12,71801,157,157
429,OUIGO_16-11-2025-17.17,60000,0,0
430,OUIGO_16-11-2025-17.17,71801,157,157
431,OUIGO_16-11-2025-21.02,60000,0,0
432,OUIGO_16-11-2025-21.02,04040,79,82
433,OUIGO_16-11-2025-21.02,71801,172,172
434,OUIGO_16-11-2025-06.25,71801,0,0
435,OUIGO_16-11-2025-06.25,04040,95,98
436,OUIGO_16-11-2025-06.25,60000,172,172
437,OUIGO_16-11-2025-10.40,71801,0,0
438,OUIGO_16-11-2025-10.40,04040,93,96
439,OUIGO_16-11-2025-10.40,60000,172,172
440,OUIGO_16-11-2025-13.50,71801,0,0
441,OUIGO_16-11-2025-13.50,60000,157,157
442,OUIGO_16-11-2025-17.40,71801,0,0
443,OUIGO_16-11-2025-17.40,60000,157,157
444,OUIGO_16-11-2025-20.40,71801,0,0
445,OUIGO_16-11-2025-20.40,04104,30,33
446,OUIGO_16-11-2025-20.40,04040,92,95
447,OUIGO_16-11-2025-20.40,60000,182,182
448,OUIGO_17-11-2025-07.02,60000,0,0
449,OUIGO_17-11-2025-07.02,04040,78,81
450,OUIGO_17-11-2025-07.02,71801,172,172
451,OUIGO_17-11-2025-10.02,60000,0,0
452,OUIGO_17-11-2025-10.02,04040,80,83
453,OUIGO_17-11-2025-10.02,04104,139,142
454,OUIGO_17-11-2025-10.02,71801,182,182
455,OUIGO_17-11-2025-14.12,60000,0,0
456,OUIGO_17-11-2025-14.12,71801,157,157
457,OUIGO_17-11-2025-17.17,60000,0,0
458,OUIGO_17-11-2025-17.17,71801,157,157
459,OUIGO_17-11-2025-21.02,60000,0,0
460,OUIGO_17-11-2025-21.02,04040,79,82
461,OUIGO_17-11-2025-21.02,71801,172,172
462,OUIGO_17-11-2025-06.25,71801,0,0
463,OUIGO_17-11-2025-06.25,04040,95,98
464,OUIGO_17-11-2025-06.25,60000,172,172
465,OUIGO_17-11-2025-10.40,71801,0,0
466,OUIGO_17-11-2025-10.40,04040,93,96
467,OUIGO_17-11-2025-10.40,60000,172,172
468,OUIGO_17-11-2025-13.50,71801,0,0
469,OUIGO_17-11-2025-13.50,60000,157,157
470,OUIGO_17-11-2025-17.40,71801,0,0
471,OUIGO_17-11-2025-17.40,60000,157,157
472,OUIGO_17-11-2025-20.40,71801,0,0
473,OUIGO_17-11-2025-20.40,04104,30,33
474,OUIGO_17-11-2025-20.40,04040,92,95
475,OUIGO_17-11-2025-20.40,60000,182,182
476,OUIGO_18-11-2025-07.02,60000,0,0
477,OUIGO_18-11-2025-07.02,04040,78,81
478,OUIGO_18-11-2025-07.02,71801,172,172
479,OUIGO_18-11-2025-10.02,60000,0,0
480,OUIGO_18-11-2025-10.02,04040,80,83
481,OUIGO_18-11-2025-10.02,04104,139,142
482,OUIGO_18-11-2025-10.02,71801,182,182
483,OUIGO_18-11-2025-14.12,60000,0,0
484,OUIGO_18-11-2025-14.12,71801,157,157
485,OUIGO_18-11-2025-17.17,60000,0,0
486,OUIGO_18-11-2025-17.17,71801,157,157
487,OUIGO_18-11-2025-21.02,60000,0,0
488,OUIGO_18-11-2025-21.02,04040,79,82
489,OUIGO_18-11-2025-21.02,71801,172,172
490,OUIGO_18-11-2025-06.25,71801,0,0
491,OUIGO_18-11-2025-06.25,04040,95,98
492,OUIGO_18-11-2025-06.25,60000,172,172
493,OUIGO_18-11-2025-10.40,71801,0,0
494,OUIGO_18-11-2025-10.40,04040,93,96
495,OUIGO_18-11-2025-10.40,60000,172,172
496,OUIGO_18-11-2025-13.50,71801,0,0
497,OUIGO_18-11-2025-13.50,60000,157,157
498,OUIGO_18-11-2025-17.40,71801,0,0
499,OUIGO_18-11-2025-17.40,60000,157,157
500,OUIGO_18-11-2025-20.40,71801,0,0
501,OUIGO_18-11-2025-20.40,04104,30,33
502,OUIGO_18-11-2025-20.40,04040,92,95
503,OUIGO_18-11-2025-20.40,60000,182,182
504,OUIGO_19-11-2025-07.02,60000,0,0
505,OUIGO_19-11-2025-07.02,04040,78,81
506,OUIGO_19-11-2025-07.02,71801,172,172
507,OUIGO_19-11-2025-10.02,60000,0,0
508,OUIGO_19-11-2025-10.02,04040,80,83
509,OUIGO_19-11-2025-10.02,04104,139,142
510,OUIGO_19-11-2025-10.02,71801,182,182
511,OUIGO_19-11-2025-14.12,60000,0,0
512,OUIGO_19-11-2025-14.12,71801,157,157
513,OUIGO_19-11-2025-17.17,60000,0,0
514,OUIGO_19-11-2025-17.17,71801,157,157
515,OUIGO_19-11-2025-21.02,60000,0,0
516,OUIGO_19-11-2025-21.02,04040,79,82
517,OUIGO_19-11-2025-21.02,71801,172,172
518,OUIGO_19-11-2025-06.25,71801,0,0
519,OUIGO_19-11-2025-06.25,04040,95,98
520,OUIGO_19-11-2025-06.25,60000,172,172
521,OUIGO_19-11-2025-10.40,71801,0,0
522,OUIGO_19-11-2025-10.40,04040,93,96
523,OUIGO_19-11-2025-10.40,60000,172,172
524,OUIGO_19-11-2025-13.50,71801,0,0
525,OUIGO_19-11-2025-13.50,60000,157,157
526,OUIGO_19-11-2025-17.40,71801,0,0
527,OUIGO_19-11-2025-17.40,60000,157,157
528,OUIGO_19-11-2025-20.40,71801,0,0
529,OUIGO_19-11-2025-20.40,04104,30,33
530,OUIGO_19-11-2025-20.40,04040,92,95
531,OUIGO_19-11-2025-20.40,60000,182,182
532,OUIGO_20-11-2025-07.02,60000,0,0
533,OUIGO_20-11-2025-07.02,04040,78,81
534,OUIGO_20-11-2025-07.02,71801,172,172
535,OUIGO_20-11-2025-10.02,60000,0,0
536,OUIGO_20-11-2025-10.02,04040,80,83
